date,price
2018-03-08,2.1637028946950814
2018-03-09,2.1532853528988958
2018-03-10,2.0466875764279777
2018-03-11,2.2248289413499864
2018-03-12,2.1309613822845783
2018-03-13,2.1353160267719624
2018-03-14,1.9066155124291728
2018-03-15,1.9231799639680005
2018-03-16,1.927618620889225
2018-03-17,1.8260569230912842
2018-03-18,1.9112805361860221
2018-03-19,2.006963697293866
2018-03-20,2.079303070187721
2018-03-21,2.073473540750698
2018-03-22,2.035644608735426
2018-03-23,2.07651432411997
2018-03-24,1.9945625285875646
2018-03-25,1.9766608791434466
2018-03-26,1.8982679436556609
2018-03-27,1.819221578126896
2018-03-28,1.8551112231276896
2018-03-29,1.654610882410597
2018-03-30,1.5962899175744676
2018-03-31,1.6158181410848806
2018-04-01,1.5899376441046609
2018-04-02,1.6466437032680836
2018-04-03,1.7281380977718035
2018-04-04,1.5859913933928889
2018-04-05,1.5800778515220253
2018-04-06,1.5405523350789252
2018-04-07,1.609258170209191
2018-04-08,1.6377757241405062
2018-04-09,1.5828689312684945
2018-04-10,1.5971463776638941
2018-04-11,1.622791173093618
2018-04-12,1.8489736480999188
2018-04-13,1.8383344068255436
2018-04-14,1.8667119400337917
2018-04-15,1.9497885687081689
2018-04-16,1.8820932164627031
2018-04-17,1.8401103363297768
2018-04-18,1.907315616044508
2018-04-19,1.9318192425812355
2018-04-20,2.066934572983468
2018-04-21,2.0805469209442995
2018-04-22,2.0506081566738543
2018-04-23,2.084910900146555
2018-04-24,2.244996592829072
2018-04-25,2.0699706889953045
2018-04-26,2.1623866998982515
2018-04-27,2.080556255659171
2018-04-28,2.181522865384077
2018-04-29,2.19809198428034
2018-04-30,2.1577216761414024
2018-05-01,2.116991981479926
2018-05-02,2.158148739346757
2018-05-03,2.275336749838976
2018-05-04,2.2669331727762376
2018-05-05,2.301940687221709
2018-05-06,2.2541026071858634
2018-05-07,2.185490119204309
2018-05-08,2.144081324035957
2018-05-09,2.1726548862564994
2018-05-10,2.1008242553231216
2018-05-11,1.9602901229381948
2018-05-12,1.97567840040326
2018-05-13,2.025565450353319
2018-05-14,2.0217452182923075
2018-05-15,1.974758930988453
2018-05-16,1.94395437191371
2018-05-17,1.876618406190783
2018-05-18,1.9229069235580198
2018-05-19,1.9214320386083807
2018-05-20,1.9899231752966104
2018-05-21,1.955912141663633
2018-05-22,1.8616011836418456
2018-05-23,1.7507141056876419
2018-05-24,1.7677639623997685
2018-05-25,1.7402242198512046
2018-05-26,1.7115106369075956
2018-05-27,1.7126844773026408
2018-05-28,1.656678521754553
2018-05-29,1.7412253680211338
2018-05-30,1.7213120875222867
2018-05-31,1.7467608539397166
2018-06-01,1.7551620973237374
2018-06-02,1.7829375414227973
2018-06-03,1.8002604385449048
2018-06-04,1.7472252560045554
2018-06-05,1.7794300223099686
2018-06-06,1.7873271910909483
2018-06-07,1.7948509712770824
2018-06-08,1.7743986109944272
2018-06-09,1.748329086038067
2018-06-10,1.5787313189018641
2018-06-11,1.6037040148608661
2018-06-12,1.5238922027126682
2018-06-13,1.4685326761694064
2018-06-14,1.5486245297637382
2018-06-15,1.490963996004742
2018-06-16,1.513152613253428
2018-06-17,1.5051317595004061
2018-06-18,1.566472504597347
2018-06-19,1.5731818309109749
2018-06-20,1.5779191987080756
2018-06-21,1.5679613916192932
2018-06-22,1.4107087849001652
2018-06-23,1.435207744079457
2018-06-24,1.4321716280676207
2018-06-25,1.4590159343582851
2018-06-26,1.4167250086346113
2018-06-27,1.4314155161630586
2018-06-28,1.3661308540330634
2018-06-29,1.4463953998525116
2018-06-30,1.4912370364147227
2018-07-01,1.4834752209993747
2018-07-02,1.5437961484966443
2018-07-03,1.5201256452621654
2018-07-04,1.5371895040465988
2018-07-05,1.5237055084152455
2018-07-06,1.5425102915231454
2018-07-07,1.5768620422489195
2018-07-08,1.566388492163507
2018-07-09,1.5547247659320247
2018-07-10,1.469496485479851
2018-07-11,1.4884366219533824
2018-07-12,1.458682218301642
2018-07-13,1.450280974917621
2018-07-14,1.4590136006795673
2018-07-15,1.4825884230866169
2018-07-16,1.5690138807210134
2018-07-17,1.7076553996658173
2018-07-18,1.72269829268065
2018-07-19,1.7423735379502834
2018-07-20,1.7123437602098444
2018-07-21,1.7266375423562688
2018-07-22,1.7257064045478732
2018-07-23,1.8018356716794086
2018-07-24,1.9596460276120866
2018-07-25,1.907931707226003
2018-07-26,1.8482735444845837
2018-07-27,1.910949153808097
2018-07-28,1.9194600800918538
2018-07-29,1.9161835951720856
2018-07-30,1.907530314486544
2018-07-31,1.80415068096745
2018-08-01,1.7746646503682546
2018-08-02,1.7562589263210955
2018-08-03,1.7313048997918359
2018-08-04,1.6358714423067948
2018-08-05,1.639220271266814
2018-08-06,1.6183641845659824
2018-08-07,1.5682461004228627
2018-08-08,1.4667170741269708
2018-08-09,1.5238431954595948
2018-08-10,1.4338145378849403
2018-08-11,1.4544302556778403
2018-08-12,1.4721615465755598
2018-08-13,1.4576974058827374
2018-08-14,1.4440990599942125
2018-08-15,1.4625537912944448
2018-08-16,1.4729596646970418
2018-08-17,1.5366084180458708
2018-08-18,1.4907446302052705
2018-08-19,1.5116473904804577
2018-08-20,1.4596786991141357
2018-08-21,1.5122238091237503
2018-08-22,1.4844273619162305
2018-08-23,1.522727697032494
2018-08-24,1.5592801067891382
2018-08-25,1.5714152361216127
2018-08-26,1.5635647409149889
2018-08-27,1.612254613682825
2018-08-28,1.6513367311695464
2018-08-29,1.640860847405416
2018-08-30,1.630037245512336
2018-08-31,1.636191156291131
2018-09-01,1.680251010482885
2018-09-02,1.7040545334042771
2018-09-03,1.6949555200836393
2018-09-04,1.7173681704892325
2018-09-05,1.5635647409149889
2018-09-06,1.520627386186489
2018-09-07,1.4925135586733504
2018-09-08,1.4433919553427241
2018-09-09,1.4587382265908688
2018-09-10,1.4730180066649865
2018-09-11,1.4690297497362943
2018-09-12,1.4792302594117264
2018-09-13,1.5139460640174747
2018-09-14,1.5114373593958572
2018-09-15,1.5203823499211218
2018-09-16,1.5180580059182092
2018-09-17,1.4582434867026985
2018-09-18,1.4787238511299672
2018-09-19,1.4916617659413594
2018-09-20,1.5150242235850906
2018-09-21,1.5773381127073476
2018-09-22,1.56894387035948
2018-09-23,1.5654316838892157
2018-09-24,1.535884977643358
2018-09-25,1.504648688005825
2018-09-26,1.5087512951916884
2018-09-27,1.561028032148758
2018-09-28,1.5482978147432487
2018-09-29,1.5393831620413154
2018-09-30,1.546428538090304
2018-10-01,1.5429373547284997
2018-10-02,1.5229097239724814
2018-10-03,1.519224845277101
2018-10-04,1.5387787392534096
2018-10-05,1.5485475183660515
2018-10-06,1.5388907558318632
2018-10-07,1.543789147460491
2018-10-08,1.557266142055691
2018-10-09,1.5534389089585259
2018-10-10,1.5474623577622821
2018-10-11,1.4591746245110944
2018-10-12,1.4697531901388072
2018-10-13,1.4779023962213076
2018-10-14,1.4793982842794067
2018-10-15,1.5758165541833524
2018-10-16,1.577396454675292
2018-10-17,1.5731071531920058
2018-10-18,1.5446526085860708
2018-10-19,1.5236308306962765
2018-10-20,1.537520886424524
2018-10-21,1.537919945485265
2018-10-22,1.53584063774772
2018-10-23,1.5293786813781773
2018-10-24,1.5321767621607998
2018-10-25,1.5234464700775716
2018-10-26,1.5259061674461154
2018-10-27,1.5181980266412765
2018-10-28,1.5145411520905094
2018-10-29,1.480602462497783
2018-10-30,1.477421658405444
2018-10-31,1.4870037432206633
2018-11-01,1.4958880580992653
2018-11-02,1.5014842196645102
2018-11-03,1.4905416001568232
2018-11-04,1.5135890111736539
2018-11-05,1.5096544288554705
2018-11-06,1.521350826589002
2018-11-07,1.5352012097790473
2018-11-08,1.5121864702642658
2018-11-09,1.4982194031383311
2018-11-10,1.5012671875437567
2018-11-11,1.505178433074762
2018-11-12,1.5059392123367592
2018-11-13,1.5070103708682219
2018-11-14,1.3821002174988566
2018-11-15,1.3426587134895964
2018-11-16,1.3199146807060778
2018-11-17,1.3134620590514063
2018-11-18,1.3213288900090547
2018-11-19,1.1458432514678838
2018-11-20,1.0638914559354784
2018-11-21,1.0877439861099443
2018-11-22,1.019817599671418
2018-11-23,1.0316283476621206
2018-11-24,0.9177051536960804
2018-11-25,0.9534897831545736
2018-11-26,0.9013133943823686
2018-11-27,0.9043495103942051
2018-11-28,0.9952789679539239
2018-11-29,1.0025110383003353
2018-11-30,0.9431142475753078
2018-12-01,0.9778160501087495
2018-12-02,0.9710460481484594
2018-12-03,0.9064031476658546
2018-12-04,0.9221858168342247
2018-12-05,0.8797595377449197
2018-12-06,0.8188295201023085
2018-12-07,0.7942792199912254
2018-12-08,0.7960014748849497
2018-12-09,0.8273754515668319
2018-12-10,0.8011238996704846
2018-12-11,0.7888744200808386
2018-12-12,0.8039523182764382
2018-12-13,0.77059471468444
2018-12-14,0.7524176911516238
2018-12-15,0.7495122611479832
2018-12-16,0.7534678465746264
2018-12-17,0.8189065314999954
2018-12-18,0.8524881682489008
2018-12-19,0.8546444873841328
2018-12-20,0.9450512009110682
2018-12-21,0.8958199146807061
2018-12-22,0.9215487225442699
2018-12-23,0.9170680594061255
2018-12-24,0.9353407637663709
2018-12-25,0.8741470404286501
2018-12-26,0.8816031439319686
2018-12-27,0.8326355633967161
2018-12-28,0.8959599354037732
2018-12-29,0.8623689639399965
2018-12-30,0.8872436453928515
2018-12-31,0.8641378924080765
2019-01-01,0.8861304806444688
2019-01-02,0.9004639353290954
2019-01-03,0.8790454320572779
2019-01-04,0.8849333034622459
2019-01-05,0.8800209097613113
2019-01-06,0.9305777255033745
2019-01-07,0.9277423058612675
2019-01-08,0.9230002707067313
2019-01-09,0.925688668589618
2019-01-10,0.8368291840525731
2019-01-11,0.8404300503141131
2019-01-12,0.8361874224051826
2019-01-13,0.8113757502777078
2019-01-14,0.8462129061767809
2019-01-15,0.8291700505008075
2019-01-16,0.8382200565683722
2019-01-17,0.8439072316036107
2019-01-18,0.8389271612198606
2019-01-19,0.8553632604292103
2019-01-20,0.8259542412277018
2019-01-21,0.8230651469750857
2019-01-22,0.8333403343694866
2019-01-23,0.8291140422115807
2019-01-24,0.8330346224574571
2019-01-25,0.8320241395726568
2019-01-26,0.8320148048577857
2019-01-27,0.8286519738254595
2019-01-28,0.8014202768676432
2019-01-29,0.7960271453508453
2019-01-30,0.807028106826477
2019-01-31,0.8014086084740542
2019-02-01,0.8079359078476949
2019-02-02,0.8179007159726306
2019-02-03,0.8070117710754525
2019-02-04,0.8082042809002399
2019-02-05,0.8101575699870248
2019-02-06,0.7947039495178619
2019-02-07,0.7930773754515669
2019-02-08,0.8539023775518777
2019-02-09,0.8553352562845967
2019-02-10,0.8588077702166588
2019-02-11,0.8473704108208016
2019-02-12,0.8474660916482306
2019-02-13,0.8423179963968
2019-02-14,0.8379213456924959
2019-02-15,0.8407007570453761
2019-02-16,0.844420640921523
2019-02-17,0.8558953391768649
2019-02-18,0.9098079849151007
2019-02-19,0.9119526356567439
2019-02-20,0.9264097753134131
2019-02-21,0.918841655231641
2019-02-22,0.9246035079858486
2019-02-23,0.9609528876940454
2019-02-24,0.8736266300745844
2019-02-25,0.8933135437378066
2019-02-26,0.888951898214269
2019-02-27,0.8910148702007897
2019-02-28,0.8899927189224005
2019-03-01,0.892165373808657
2019-03-02,0.8914489344422974
2019-03-03,0.8886065137640371
2019-03-04,0.8670316540181281
2019-03-05,0.9002702399955194
2019-03-06,0.9012293819485284
2019-03-07,0.903983122835513
2019-03-08,0.9019411539574523
2019-03-09,0.9201788531369309
2019-03-10,0.9140599475389025
2019-03-11,0.903509386055803
2019-03-12,0.9061044367899783
2019-03-13,0.9022001922951264
2019-03-14,0.9047952430293017
2019-03-15,0.9156795205690443
2019-03-16,0.9348670269866607
2019-03-17,0.9290701690516863
2019-03-18,0.9306267327564479
2019-03-19,0.9370956901621441
2019-03-20,0.9435156403147666
2019-03-21,0.9289534851157971
2019-03-22,0.930421369029283
2019-03-23,0.9348740280228142
2019-03-24,0.9316465503561193
2019-03-25,0.9185639474642247
2019-03-26,0.9214647101104297
2019-03-27,0.9423511346345926
2019-03-28,0.9399614476275823
2019-03-29,0.9575667198745414
2019-03-30,0.958434848357557
2019-03-31,0.9577300773847862
2019-04-01,0.9672071466577055
2019-04-02,1.1335354299102933
2019-04-03,1.1511103643339216
2019-04-04,1.143189858765764
2019-04-05,1.1679945298570855
2019-04-06,1.1770818747841347
2019-04-07,1.2065749064194835
2019-04-08,1.2221242077160752
2019-04-09,1.2018445396585362
2019-04-10,1.238775005367461
2019-04-11,1.1708929588245727
2019-04-12,1.1780433504158616
2019-04-13,1.1773922540536
2019-04-14,1.1974805604562808
2019-04-15,1.1726618872926526
2019-04-16,1.2073800255771188
2019-04-17,1.2141710306458688
2019-04-18,1.227150951674181
2019-04-19,1.2272069599634081
2019-04-20,1.2349197681256825
2019-04-21,1.226614205569091
2019-04-22,1.250184360618705
2019-04-23,1.2819620637187639
2019-04-24,1.2636870256798007
2019-04-25,1.2181569538958432
2019-04-26,1.2401402074173646
2019-04-27,1.2358439048979248
2019-04-28,1.238604646821063
2019-04-29,1.2224135838770807
2019-04-30,1.2417061058369974
2019-05-01,1.256265927357249
2019-05-02,1.2818593818551813
2019-05-03,1.3471603797362008
2019-05-04,1.3604063401383404
2019-05-05,1.3478441476005116
2019-05-06,1.3413495197289198
2019-05-07,1.364347923492677
2019-05-08,1.3972411250198362
2019-05-09,1.449023122088736
2019-05-10,1.487330458241153
2019-05-11,1.6513624016354422
2019-05-12,1.6259463067200615
2019-05-13,1.81810141234236
2019-05-14,1.8547051630307954
2019-05-15,1.9065851746058418
2019-05-16,1.8358093664529018
2019-05-17,1.7164813725764747
2019-05-18,1.6936556610378335
2019-05-19,1.9015934358285025
2019-05-20,1.852509171357361
2019-05-21,1.8447426885845772
2019-05-22,1.7802304741101684
2019-05-23,1.8322901789464843
2019-05-24,1.8587447608912786
2019-05-25,1.8728728518487403
2019-05-26,2.010331195683628
2019-05-27,2.043443763010259
2019-05-28,2.033950357986315
2019-05-29,2.0176239416767014
2019-05-30,1.9298449503859907
2019-05-31,1.99646214306384
2019-06-01,1.9939114322253026
2019-06-02,2.0363633817805034
2019-06-03,1.8939716411362215
2019-06-04,1.79390583139638
2019-06-05,1.8147852548843897
2019-06-06,1.8171656071765288
2019-06-07,1.8623993017633276
2019-06-08,1.8421173000270707
2019-06-09,1.7801604637486348
2019-06-10,1.8629173784386757
2019-06-11,1.8400823321851634
2019-06-12,1.8967300493806418
2019-06-13,1.9179431889252945
2019-06-14,2.018632090882784
2019-06-15,2.055667572134009
2019-06-16,2.089419567429313
2019-06-17,2.1735790230287413
2019-06-18,2.1193419959487336
2019-06-19,2.159934003565861
2019-06-20,2.220990039859233
2019-06-21,2.3709849057660537
2019-06-22,2.5039205802458766
2019-06-23,2.5451263453657806
2019-06-24,2.5802528774258593
2019-06-25,2.758608940789904
2019-06-26,3.0556722394914444
2019-06-27,2.644055653570062
2019-06-28,2.893908631810841
2019-06-29,2.777808115601109
2019-06-30,2.53299821706946
2019-07-01,2.4795173018940138
2019-07-02,2.530372828511953
2019-07-03,2.786412389033577
2019-07-04,2.6010412874438753
2019-07-05,2.5602159119549692
2019-07-06,2.6269031149943527
2019-07-07,2.6618499537931615
2019-07-08,2.8560960355465945
2019-07-09,2.927228896543355
2019-07-10,2.8257045376048993
2019-07-11,2.647066099116002
2019-07-12,2.743757409429929
2019-07-13,2.65006954362579
2019-07-14,2.3743267336899194
2019-07-15,2.529409019201508
2019-07-16,2.2028970287602565
2019-07-17,2.256181914923409
2019-07-18,2.4800377122480795
2019-07-19,2.451363801842673
2019-07-20,2.506424617510058
2019-07-21,2.471237409803318
2019-07-22,2.413096138228458
2019-07-23,2.302153051985027
2019-07-24,2.278435875176193
2019-07-25,2.3056442353468314
2019-07-26,2.2926059723505747
2019-07-27,2.2115153042650313
2019-07-28,2.2266888832880603
2019-07-29,2.2187777124347736
2019-07-30,2.234313011659059
2019-07-31,2.3524718324978764
2019-08-01,2.4211893360217314
2019-08-02,2.4559051406274794
2019-08-03,2.524307597524434
2019-08-04,2.5505311452761674
2019-08-05,2.7604618816918234
2019-08-06,2.6794575597188386
2019-08-07,2.794587265581973
2019-08-08,2.8003607867297693
2019-08-09,2.772407983048158
2019-08-10,2.639229605981685
2019-08-11,2.6953919180038644
2019-08-12,2.6594789362158933
2019-08-13,2.5420085505988217
2019-08-14,2.3454334574850413
2019-08-15,2.402272536335378
2019-08-16,2.411049501992962
2019-08-17,2.384090845445126
2019-08-18,2.4052713134877295
2019-08-19,2.547336339111522
2019-08-20,2.5111573179497233
2019-08-21,2.3669499752630054
2019-08-22,2.3569875008167873
2019-08-23,2.424587172234824
2019-08-24,2.3650316913569878
2019-08-25,2.3669779794076193
2019-08-26,2.4205499080530584
2019-08-27,2.37686344245615
2019-08-28,2.2685690815574038
2019-08-29,2.216630728014413
2019-08-30,2.2367237017745296
2019-08-31,2.23740746963884
2019-09-01,2.2694978856870818
2019-09-02,2.4130237941882067
2019-09-03,2.477265301931353
2019-09-04,2.466002968439329
2019-09-05,2.4654125477237296
2019-09-06,2.4033927021199135
2019-09-07,2.4400664631698823
2019-09-08,2.4226338831480394
2019-09-09,2.404417187077021
2019-09-10,2.356583774398611
2019-09-11,2.3706278529222327
2019-09-12,2.4305287182503013
2019-09-13,2.41350453200407
2019-09-14,2.4118616221867506
2019-09-15,2.404158148739347
2019-09-16,2.392326397640184
2019-09-17,2.377509871460976
2019-09-18,2.3703151399740494
2019-09-19,2.3906881551803
2019-09-20,2.3730222072866787
2019-09-21,2.3305025810486617
2019-09-22,2.340416048241807
2019-09-23,2.2641934339615597
2019-09-24,1.9820260065156308
2019-09-25,1.9673028274851343
2019-09-26,1.8818155086952868
2019-09-27,1.9084614522949397
2019-09-28,1.9133388408151073
2019-09-29,1.8771691543681799
2019-09-30,1.934465634247202
2019-10-01,1.935189074649715
2019-10-02,1.950941405994754
2019-10-03,1.9192080427903329
2019-10-04,1.8989447104838184
2019-10-05,1.896391665966563
2019-10-06,1.8329296069151568
2019-10-07,1.9113038729732001
2019-10-08,1.9062397901556098
2019-10-09,1.997801674647848
2019-10-10,1.9971692477153287
2019-10-11,1.9272685690815574
2019-10-12,1.9369743388688194
2019-10-13,1.9311214726446182
2019-10-14,1.9482016671800761
2019-10-15,1.9041161425224267
2019-10-16,1.865015355605963
2019-10-17,1.8834140786169686
2019-10-18,1.8545768107013172
2019-10-19,1.8548101785730955
2019-10-20,1.9190656883885482
2019-10-21,1.9129794542925687
2019-10-22,1.8716103316624193
2019-10-23,1.7424692187777124
2019-10-24,1.7298183464486077
2019-10-25,2.0198035975991115
2019-10-26,2.153985456514231
2019-10-27,2.223979482296713
2019-10-28,2.148183931221821
2019-10-29,2.1954362578995026
2019-10-30,2.136417523126756
2019-10-31,2.1331807107451906
2019-11-01,2.154361178787794
2019-11-02,2.1678755122424787
2019-11-03,2.1457499043191723
2019-11-04,2.1921060983692255
2019-11-05,2.172342173308316
2019-11-06,2.1794342229316603
2019-11-07,2.15076497988369
2019-11-08,2.04750669765792
2019-11-09,2.0558332633229717
2019-11-10,2.1095218759043
2019-11-11,2.0380646335657677
2019-11-12,2.0587573627563547
2019-11-13,2.0482978147432487
2019-11-14,2.01785730954848
2019-11-15,1.9770296003808563
2019-11-16,1.981531266627461
2019-11-17,1.9841869930082985
2019-11-18,1.9106224387876072
2019-11-19,1.8981302566113119
2019-11-20,1.889815359339849
2019-11-21,1.7800694502786412
2019-11-22,1.6961713666956042
2019-11-23,1.7062855302584783
2019-11-24,1.611003761890093
2019-11-25,1.6591452201592503
2019-11-26,1.6700131619479683
2019-11-27,1.7522473326052257
2019-11-28,1.7314705909807984
2019-11-29,1.8061926498455105
2019-11-30,1.7600348184864694
2019-12-01,1.7247962698479375
2019-12-02,1.7022505997554305
2019-12-03,1.7018842121967386
2019-12-04,1.678923147292466
2019-12-05,1.7243552045702764
2019-12-06,1.7566696537754256
2019-12-07,1.747507631129407
2019-12-08,1.752618387521353
2019-12-09,1.7126027985475185
2019-12-10,1.6858798435501787
2019-12-11,1.6825823555219506
2019-12-12,1.6798006104903527
2019-12-13,1.6938960299457653
2019-12-14,1.6485223146358996
2019-12-15,1.661250198362691
2019-12-16,1.6083060292923355
2019-12-17,1.5457867764429134
2019-12-18,1.6984116982646764
2019-12-19,1.6686502935767829
2019-12-20,1.6774085898046245
2019-12-21,1.6645546874270725
2019-12-22,1.7505950880730348
2019-12-23,1.707573720910695
2019-12-24,1.6932636030132462
2019-12-25,1.6813291700505009
2019-12-26,1.6807154125477237
2019-12-27,1.6930232341053142
2019-12-28,1.7073520214325055
2019-12-29,1.7241778449877248
2019-12-30,1.6909835989059714
2019-12-31,1.6791355120557843
2020-01-01,1.6804470394951787
2020-01-02,1.6255729181252159
2020-01-03,1.7140776834971576
2020-01-04,1.7162129995239295
2020-01-05,1.717295826448981
2020-01-06,1.81046794925649
2020-01-07,1.9008466586388117
2020-01-08,1.8800069076890045
2020-01-09,1.8244140132739646
2020-01-10,1.9129211123246241
2020-01-11,1.8716126653411371
2020-01-12,1.9101113631484126
2020-01-13,1.8926927851988762
2020-01-14,2.055973284046039
2020-01-15,2.058633677784312
2020-01-16,2.034970175585987
2020-01-17,2.08007318416459
2020-01-18,2.0806986100609555
2020-01-19,2.030697209853725
2020-01-20,2.01684682666368
2020-01-21,2.0387087288918764
2020-01-22,2.026183875213532
